Job Title,Company,Location,Salary,Requirements,Years of Experience,Tags,Link
Openings For Data Science_ Bangalore Location,Trigent Software,Bangalore/Bengaluru,Not disclosed,Technical Experience : Experience in DevOps practices for machine learning Experience w...,4-8 Yrs,_data science_Machine Learning_javascript_Data visualization_Oracle Procedural Language_DevOps_SQL queries_Python Programming Language,https://www.naukri.com/job-listings-openings-for-data-science-bangalore-location-trigent-software-private-limited-bangalore-bengaluru-4-to-8-years-141122009423
Assistant Professor,upGrad,Jalandhar,"3,00,000 - 4,50,000 PA.","Usually, the batch timings are going to be: 9 am to 1 PM, 2 pm to 5pm (Mon-Fri) Teachin...",1-4 Yrs,_Programming_javascript_Business Analysis_Data Science_Data Analytics_Data Structures_Natural Language Processing_Machine Learning,https://www.naukri.com/job-listings-assistant-professor-upgrad-jalandhar-1-to-4-years-231122007599
Principal Data Scientist,Changeleaders Consulting Private Limited ,"Pune, Chennai, Mumbai (All Areas)","22,50,000 - 32,50,000 PA.",Analytics' Exp. in any domain (Retail/E-Comm./Tel./BFSI). Expert in Excel & / or VBA. S...,7-10 Yrs,_DL_Statistics_Analytics_Data Science_ML_VBA Solution Design_PowerPoint_PySpark,https://www.naukri.com/job-listings-principal-data-scientist-changeleaders-consulting-private-limited-pune-chennai-mumbai-all-areas-7-to-10-years-181122005330
Data Analytics Manager,Iifl Samasta,Bangalore/Bengaluru(Lalbagh Road),Not disclosed,Sector preference - Banking / Financial Services / BFSI Hands on experience in business...,5-8 Yrs,_Data Science_Power Bi Tableau_QlikView,https://www.naukri.com/job-listings-data-analytics-manager-iifl-samasta-finance-limited-bangalore-bengaluru-5-to-8-years-041122006183
Data Scientist,Accolite Software India Pvt Ltd,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed,"Experience in technologies like Python, Jupyter, Machine Learning Algorithms, SQL, Data...",3-6 Yrs,_Python_Machine Learning Algorithms_Data Visualization_Jupyter_SQL_IT Skills_Machine Learning_business rules,https://www.naukri.com/job-listings-data-scientist-accolite-software-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-3-to-6-years-181022502080
Data Scientist - II,Bizongo,"India, Bangalore/Bengaluru, Mumbai (All Areas)",Not disclosed,Have experience with working and deploying state-of-the-art analytics solutions aligned...,3-6 Yrs,_Business Analytics_Risk Analytics_Artificial Intelligence_Credit Risk_Data Analytics_Machine Learning_Python,https://www.naukri.com/job-listings-data-scientist-ii-smartpaddle-technology-pvt-ltd-bangalore-bengaluru-mumbai-all-areas-india-3-to-6-years-210722606804
Knowledge Engineer - Data Discovery and Enrichment,Reed Elsevier India (a Part Of Relx India,"Chennai, Bangalore/Bengaluru",Not disclosed,What you should bring Degree or experience in a field of Engineering Experience working...,5-7 Yrs,_Manager Quality Assurance_Academic Research_Architecture_Data management_data science_Analytical_Machine learning_Programming,https://www.naukri.com/job-listings-knowledge-engineer-data-discovery-and-enrichment-reed-elsevier-india-a-part-of-relx-india-pvt-ltd-chennai-bangalore-bengaluru-5-to-7-years-211122501111
Director Engineering,Atidiv,Permanent Remote,Not disclosed,Technological polyglot experience working with Google Cloud Platform and one of AWS or ...,10-15 Yrs,_Data Architecture Principles_data warehousing_Bigquery_DBT_Postgres_written_Power BI_Tableau,https://www.naukri.com/job-listings-director-engineering-atidiv-pune-10-to-15-years-301122008774
Data Engineer,3LOQ,"Hyderabad/Secunderabad, Mumbai (All Areas)",Not disclosed,Create and maintain optimal data pipeline architecture for both stream processing and b...,0-1 Yrs,_python_sql_Communication_Machine Learning_Apache Flink_analytical_Apache Spark_NumPy,https://www.naukri.com/job-listings-data-engineer-3loq-hyderabad-secunderabad-mumbai-all-areas-0-to-1-years-141122002796
Data Mining Engineer -Junior,Datahut,Kochi/Cochin,Not disclosed,"Ability to work independently, should prioritize tasks & take initiativeYou should be a...",0-3 Yrs,_Coding_Python_Data ScienceMining_IT Skills_Mining_Selection process_Web technologies_data science,https://www.naukri.com/job-listings-data-mining-engineer-junior-datahut-kochi-cochin-0-to-3-years-040722500822
Analyst/Associate - Statistics/Machine Learning - IIM/MDI/ISB/FMS,Black Turtle,Bangalore/Bengaluru,Not disclosed,Analyst / Associate - Statistics / Machine Learning / Predictive Modeling - BFSI - IIM ...,0-3 Yrs,_Python_C++_R_data science_portfolio management_MATLAB_Machine Learning_communication skills,https://www.naukri.com/job-listings-analyst-associate-statistics-machine-learning-iim-mdi-isb-fms-black-turtle-india-pvt-ltd-bangalore-bengaluru-0-to-3-years-221122911043
Data Analyst,Whatdigital,Bangalore/Bengaluru,Not disclosed,Good understanding of statistics and analysis techniques (parametric & nonparametric mo...,4-6 Yrs,_Data analysis_data science_Business analysis_Data Analyst_data visualization_Analytics_SQL_Salesforce,https://www.naukri.com/job-listings-data-analyst-whatdigital-bangalore-bengaluru-4-to-6-years-131022501396
Data Analyst,Automotive Robotics India,Bangalore/Bengaluru,Not disclosed,Work with Management in prioritizing business problems with impact analysis. Identify d...,4-7 Yrs,_Statistical analysis_data science_Data processing_Data Analyst_Subject matter expertise_Management_Downstream_SQL,https://www.naukri.com/job-listings-data-analyst-automotive-robotics-india-pvt-ltd-bangalore-bengaluru-4-to-7-years-101122501621
Analyst / Associate - Statistics / Machine Learning,Black Turtle,Bangalore/Bengaluru,Not disclosed,Analyst /Associate - Statistics / Machine Learning / Predictive Modeling - BFSI - IIM /...,0-3 Yrs,_Machine Learning_C++_R_data science_Statistician_predictive modeling_MATLAB_Python,https://www.naukri.com/job-listings-analyst-associate-statistics-machine-learning-black-turtle-india-pvt-ltd-bangalore-bengaluru-0-to-3-years-171122910249
Data Analyst,Kinara Capital,Bangalore/Bengaluru,Not disclosed,At least a bachelor s degree in Data Science / Statistics or other quantitative discipl...,1-4 Yrs,_Economics_Data analysis_Head Business Development_data science_Analytical_Mathematics_Data Analyst_Statistics,https://www.naukri.com/job-listings-data-analyst-kinara-financial-private-limited-bangalore-bengaluru-1-to-4-years-160822501482
Data Analyst,Qoala,Bangalore/Bengaluru,Not disclosed,Bachelor s degree from an accredited university or collegeAbility to translate business...,2-3 Yrs,_communication_Python_SQL_analytical_IT Skills_Training_data science_Manager Technology,https://www.naukri.com/job-listings-data-analyst-qoala-bangalore-bengaluru-2-to-3-years-091122501061
"Data Analyst , Product",Mediamath,Bangalore/Bengaluru,Not disclosed,4+ years of experience working at a start-up or tech company in an analytical role Expe...,4-9 Yrs,_Data Science_Predictive Modeling_Digital Media_Data Analysis_Statistical Modeling_Data Analyst_Analytics_Python,https://www.naukri.com/job-listings-data-analyst-product-mediamath-bangalore-bengaluru-4-to-9-years-030821500756
Data Analyst - Digital Business/ Digital Banking,DBS Bank,"Mumbai, Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","10,00,000 - 17,00,000 PA.",JOB DESCRIPTION Position Title: Data AnalystDepartment: AnalyticsAs the leading bank in...,7-12 Yrs,_Data Manipulation_Data Analysis_Data Visualization_Data Analytics,https://www.naukri.com/job-listings-data-analyst-digital-business-digital-banking-dbs-bank-mumbai-mumbai-suburban-navi-mumbai-mumbai-all-areas-7-to-12-years-120822009306
Analyst - Data & Analytics,General Mills,Mumbai,Not disclosed,Partner with stakeholders to understand report requirements and ensure results meet the...,1-2 Yrs,_Supply chain_Business services_Business objects_tableau_Process improvement_Data analytics_Data mining_Macros,https://www.naukri.com/job-listings-analyst-data-analytics-general-mills-inc-mumbai-1-to-2-years-211122502590
Risk & Controls - Data Analytics - Senior Associate,PwC,"Kolkata, Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed,"As a Senior Associate, you'll work as part of a team of problem solvers, helping to sol...",3-5 Yrs,_Data analysis_Leadership development_Analytical_Consulting_Data analytics_data visualization_Risk management_Stakeholder management,https://www.naukri.com/job-listings-risk-controls-data-analytics-senior-associate-pricewaterhouse-coopers-private-limited-kolkata-hyderabad-secunderabad-bangalore-bengaluru-3-to-5-years-261122500044
Sr.Data Engineer,Peoplefy Infosolutions,Pune,"15,00,000 - 20,00,000 PA.",Roles and Responsibilities Sr.Data Engineers are the data professionals who prepare the...,6-11 Yrs,_SCALA_Spark_Python_data science,https://www.naukri.com/job-listings-sr-data-engineer-peoplefy-infosolutions-pune-6-to-11-years-211122003548
Senior Data Analyst,Avtar The Power Of Diversity,Chennai,Not disclosed,5 years experience,4-5 Yrs,_SAN_French_PDF_data science_Data management_Data Analyst_SQL_Python,https://www.naukri.com/job-listings-senior-data-analyst-avtar-the-power-of-diversity-chennai-4-to-5-years-041122501972
Senior Business Analyst,Seven Consultancy (HR Solution),Bangalore/Bengaluru,Not disclosed,Problem-solving: Good in problem-solving and ability to bring in new ideas and drive pr...,4-9 Yrs,_Relationship management_Business Analyst_data science_big data analytics_Consulting_Relationship_power bi_data visualization,https://www.naukri.com/job-listings-senior-business-analyst-seven-consultancy-hr-solution-bangalore-bengaluru-4-to-9-years-280322502496
Senior Data Analyst,Intercontinental Exchange,Hyderabad/Secunderabad,Not disclosed,"Masters / Bachelor s degree in Data Science / Analytics, Engineering, Mathematics, Stat...",3-7 Yrs,_Analytical skills_SQL queries_Business writing_Financial markets_data science_Fixed income_Data Analyst_Analytics,https://www.naukri.com/job-listings-senior-data-analyst-intercontinental-exchange-hyderabad-secunderabad-3-to-7-years-210722500985
Senior Data Analyst - Supply Chain | Giant eagle,Talent500,Bangalore/Bengaluru,Not disclosed,"4+ years of experience preferred in fields like manufacturing, supply chain, operations...",4-9 Yrs,_Data Analytics,https://www.naukri.com/job-listings-senior-data-analyst-supply-chain-giant-eagle-talent500-bangalore-bengaluru-4-to-9-years-251122008745
Onsite position For Data Analyst & Sr. Data Analyst at Cyprus Location,Trigyn Technologies,Cyprus,Not disclosed,Python / R and Power BI are not critical but good to have,3-8 Yrs,_excel_sql_Power BI_Python_MS Excel_R_MS PowerPoint_MS Power BI,https://www.naukri.com/job-listings-onsite-position-for-data-analyst-sr-data-analyst-at-cyprus-location-trigyn-technologies-ltd-cyprus-3-to-8-years-091122014845
Sr.Executive Assistant - Business Analyst,Data Patterns,Chennai,Not disclosed,"Able to work independently with minimal supervision, experience in MIS using Excel",7-9 Yrs,_analytics reporting_Data analysis_Database design_Aerospace_MIS_Assistant Business Analyst_Electronics_Data analytics,https://www.naukri.com/job-listings-sr-executive-assistant-business-analyst-data-patterns-i-pvt-ltd-chennai-7-to-9-years-120222500107
Solutions Lead - Machine Learning/Open Source/Big Data,New Horizons HR Solutions,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,Machine Learning Solutions lead will be responsible for designing and developing machin...,10-15 Yrs,_Open Source_Big Data_Machine Learning_natural language processing_sentiment analysis_Hadoop_Data Mining_Algorithm,https://www.naukri.com/job-listings-solutions-lead-machine-learning-open-source-big-data-new-horizons-hr-solutions-mumbai-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-10-to-15-years-211122907368
Data Architect,Atlas Copco,Pune,Not disclosed,Collaborate with business colleagues to identify and define opportunities to use data t...,3-6 Yrs,_Data dictionary_data science_Coding_Machine learning_Data collection_Manager Technology_power bi_Analytics,https://www.naukri.com/job-listings-data-architect-atlas-copco-services-s-r-o-pune-3-to-6-years-281122504229
Data Scientist_Contract To hire_Hyderabad,Artech Infosystems Pvt. Ltd. ,Hybrid - Hyderabad/Secunderabad,Not disclosed,"Looking for a candidate who have good in Python with Sql, Machine learning, graph DB ex...",3-6 Yrs,_Data Science_Python_SQL_statistical analysis_Graph DB_database programming_predictive modeling_data mining,https://www.naukri.com/job-listings-data-scientist-contract-to-hire-hyderabad-artech-infosystems-pvt-ltd-hyderabad-secunderabad-3-to-6-years-171122012578
Junior Consultant,GfK,Gurgaon/Gurugram,Not disclosed,Ability to stretch in case of sudden work requirement and support team,1-3 Yrs,_Client solutions_Excel_data science_Time management_Flex_Market research_Data analytics_Customer service,https://www.naukri.com/job-listings-junior-consultant-gfk-gurgaon-gurugram-1-to-3-years-251122501547
Team Lead/Consultant-Data Science,Accenture,Mumbai,Not disclosed,"You are required to understand the strategic direction set by senior management, clearl...",7-11 Yrs,_Publishing_Consulting_Data mining_Analytics_SQL_Architecture_GCP_Machine learning,https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-mumbai-7-to-11-years-291122910999
Data Analytics Consultant - R/SQL/AWS,Hashtag Global Solutions,"Pune, Chennai, Jaipur, Bangalore/Bengaluru",Not disclosed,Overall IT experience - 4 to 12 years R Studio and R Shiny experience - 1 to 3 years Ex...,4-9 Yrs,_SQL_data analysis_Data Engineering_Snowflake_AWS,https://www.naukri.com/job-listings-data-analytics-consultant-r-sql-aws-hashtag-global-solutions-pune-chennai-jaipur-bangalore-bengaluru-4-to-9-years-301122911003
Freshers- Business/Data Analytics,4onlinemedia,"Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","2,00,000 - 5,00,000 PA.",Strong knowledge of Data Analytics. Understand multiple analytical functions. Knowledge...,0-3 Yrs,_Business Analytics_Data Analytics_analytical_Tableau_machine learning_Deep learning_Data science_Python,https://www.naukri.com/job-listings-freshers-business-data-analytics-4onlinemedia-kolkata-hyderabad-secunderabad-pune-bangalore-bengaluru-0-to-3-years-011222004244
Data Scientist,Barclays,Hybrid - Noida,Not disclosed,Introduction: Generates actionable insights for BUK from enormous amounts of data throu...,4-7 Yrs,_SAS_Banking Analytics_Statistical Modeling_Data Analytics_SQL_Credit Card Analytics_Analytics,https://www.naukri.com/job-listings-data-scientist-barclays-noida-4-to-7-years-251122010603
